afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort
3064,170629,,1,2016-05-26 10:00:00,17,68676,3,L 167,"Forslag til lov om ændring af beredskabsloven, lov om beskyttelsesrum, lov om beskyttelse af havmiljøet og lov om fyrværkeri og andre pyrotekniske artikler. (Ændring af sammensætningen af beredskabskommissioner, hjemmel til operativt samarbejde på beredskabsområdet hen over landegrænserne, ændring af bestemmelse om brandsyn m.v.).",Om beredskabskommissioner og hjemmel til operativt samarbejde på beredskabsområdet m.v.
3065,173322,,1,2016-05-26 10:00:00,17,69560,3,L 98 A,Forslag til lov om ændring af straffeloven. (Skærpelse af straffen for voldtægt og for samleje med et barn under 15 år ved udnyttelse af fysisk eller psykisk overlegenhed).,Om skærpelse af straffen for voldtægt og for samleje med et barn under 15 år ved udnyttelse af fysisk eller psykisk overlegenhed.
3066,173325,,1,2016-05-26 10:00:00,17,69561,3,L 98 B,Forslag til lov om ændring af straffeloven. (Skærpelse af straffen for falsk anklage).,Om skærpelse af straffen for falsk anklage.
3069,168489,,1,2016-05-26 10:00:00,17,67985,3,L 114,"Forslag til lov om ændring af lov om offentlighed i forvaltningen. (Ophævelse af bestemmelser, som friholder kalenderføring, ministerbetjening og dokumenter udvekslet mellem ministre og folketingsmedlemmer fra at være omfattet af retten til aktindsigt).",Om offentlighed i forvaltningen.
3086,167833,,1,2016-05-31 13:00:00,17,67730,3,L 102,"Forslag til lov om ændring af lov om letbane på Ring 3, lov om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S og lov om trafikselskaber. (Anlæg af letbanen på Ring 3, særlig regulering i anlægsperioden m.v.).",Om anlæg af letbanen på Ring 3 m.v.
3087,169360,,1,2016-05-31 13:00:00,17,68245,3,L 132,"Forslag til lov om ændring af lov om luftfart. (Regulering af mindre droner, justering af arbejdsmiljøregler samt afgifter og gebyrer).","Om droner, justering af arbejdsmiljøregler, og afgifter og gebyrer m.v. på luftfartsområdet."
3088,169278,,1,2016-05-31 13:00:00,17,68237,3,L 134,"Forslag til lov om ændring af lov om offentlige veje m.v., jernbaneloven og forskellige andre love. (Implementering af VVM-direktivet for statslige vej- og jernbaneprojekter samt havneprojekter).",Om implementering af VVM-direktivet for statslige vej- og jernbaneprojekter samt havneprojekter.  
3089,173310,,1,2016-05-31 13:00:00,17,69554,3,L 161 A,Forslag til lov om ændring af færdselsloven. (Forsøgsordning med kørekort til 17-årige betinget af ledsaget kørsel indtil det fyldte 18. år m.v.).,Om forsøgsordning med kørekort til 17-årige betinget af ledsaget kørsel indtil det fyldte 18. år m.v.
3090,173314,,1,2016-05-31 13:00:00,17,69555,3,L 161 B,Forslag til lov om ændring af færdselsloven. (Nedsættelse af aldersgrænsen for kørekort til lille knallert).,Om nedsættelse af aldersgrænsen for kørekort til lille knallert.
3091,170717,,1,2016-05-31 13:00:00,17,68691,3,L 150,"Forslag til lov om ændring af registreringsafgiftsloven, brændstofforbrugsafgiftsloven, lov om registrering af køretøjer og lov om spil. (Ændring af reglerne om forholdsmæssig registreringsafgift for leasingkøretøjer, ændring af reglerne om udbetaling af eksportgodtgørelse, fastsættelse af brændstofforbruget for særlig store biler, nedsættelse af pristillægget for ønskenummerplader m.v.).","Om forholdsmæssig registreringsafgift for leasingkøretøjer, udbetaling af eksportgodtgørelse, brændstofforbruget for særlig store biler m.v."
3092,170551,,1,2016-05-31 13:00:00,17,68662,3,L 162,Forslag til lov om voksenansvar for anbragte børn og unge.,Om voksenansvar for anbragte børn og unge.
3093,170564,,1,2016-05-31 13:00:00,17,68663,3,L 163,"Forslag til lov om ændring af lov om social service, lov om socialtilsyn og lov om folkeskolen. (Konsekvensændringer som følge af lov om voksenansvar for anbragte børn og unge m.v.).",Om konsekvensændringer som følge af lov om voksenansvar for anbragte børn og unge m.v.
3094,169237,,1,2016-05-31 13:00:00,17,68233,3,L 138,"Forslag til lov om ændring af lov om radio- og fjernsynsvirksomhed, lov om leje og lov om leje af almene boliger. (Frit valg af tv-distributør, 
distribution af digital radio m.v.).","Om frit valg af tv-distributør, distribution af digital radio m.v. "
3095,170730,,1,2016-05-31 13:00:00,17,68692,3,L 151,Forslag til lov om ændring af lov om Udbetaling Danmark og forskellige andre love. (Overførsel af opgaver fra Statens Administrations Finansservicecenter m.fl. til Udbetaling Danmark m.v.).,Om overførsel af opgaver fra Statens Administrations Finansservicecenter m.fl. til Udbetaling Danmark m.v.
3148,172412,,1,2016-06-02 10:00:00,17,69140,3,L 183,"Forslag til lov om ændring af lov om ændring af straffeloven, retsplejeloven, lov om konkurrence- og forbrugerforhold på telemarkedet, våbenloven, udleveringsloven samt lov om udlevering af lovovertrædere til Finland, Island, Norge og Sverige. (Ændring af revisionsbestemmelse).",Om ændring af revisionsbestemmelse i lov om ændring af straffeloven og forskellige andre love.
3149,172637,,1,2016-06-02 10:00:00,17,69215,3,L 186,"Forslag til lov om ændring af lov om fuldbyrdelse af straf m.v., straffeloven og retsplejeloven. (Styrket indsats mod mobiltelefoner i fængsler m.v.).",Om styrket indsats mod mobiltelefoner i fængsler m.v.
3150,172650,,1,2016-06-02 10:00:00,17,69216,3,L 187,"Forslag til lov om ændring af straffeloven og om ophævelse af Lov, hvorved det forbydes fra dansk Territorium at understøtte krigsførende Magter. (Væbnede konflikter i udlandet m.v.).",Om ændring af straffeloven om deltagelse i væbnede konflikter i udlandet m.v.
3151,70075,,1,2016-06-02 10:00:00,17,28183,3,L 42,Forslag til lov om ændring af retsplejelov for Grønland. (Videoafhøring af børn og unge i kriminalsager m.v.).,Om videoafhøring af børn og unge i kriminalsager i Grønland m.v.
3152,170463,,1,2016-06-02 10:00:00,17,68655,3,L 155,Forslag til lov for Grønland om kontrol med den fredelige udnyttelse af nukleart materiale.,Om kontrol med og den fredelige udnyttelse af nukleart materiale fra Grønland.
3153,169209,,1,2016-06-02 10:00:00,17,68230,3,L 139,Forslag til lov om ændring af lov om Dansk Institut for Internationale Studier. (Fastsættelse af instituttets hjemsted).,Om fastsættelse af Dansk Institut for Internationale Studiers hjemsted. 
3154,70440,,1,2016-06-02 10:00:00,17,28306,3,L 58,"Forslag til lov om ændring af lov om dyrkning m.v. af genetisk modificerede afgrøder og lov om miljø og genteknologi. (Dyrkningsforbud, obligatorisk digital kommunikation m.v.).",Om forbud mod GMO dyrkning m.v.
3155,169386,,1,2016-06-02 10:00:00,17,68247,3,L 137,"Forslag til lov om ændring af dyreværnsloven. (Skærpelse af straffen i grove dyreværnssager, præcisering af dyrs status som levende væsener, skærpelse af reglerne om rettighedsfrakendelse, meddelelse af påbud og forbud, ophævelse af krav om tilladelse til æglægningsbure).","Om strafskærpelse, påbuds- og forbudsordning på dyreværnsområdet og ophævelse af krav om tilladelse til æglægningsbure."
3156,171945,,1,2016-06-02 10:00:00,17,68954,3,L 172,Forslag til lov om ændring af lov om fremme af vedvarende energi. (Ændring af støtteordninger til biogas).,Om ændring af støtteordninger til biogas.
3157,171932,,1,2016-06-02 10:00:00,17,68953,3,L 173,"Forslag til lov om ændring af lov om Energinet.dk, lov om naturgasforsyning og lov om etablering og benyttelse af en rørledning til transport af råolie og kondensat. (Energinet.dk's varetagelse af gasopstrømssystem-, olierørlednings- og separationsvirksomhed samt økonomisk regulering af naturgasdistributionsvirksomhed varetaget af Energinet.dk m.v.).",Om Energinet.dk's naturgasdistributionsvirksomhed m.v.
3158,172215,,1,2016-06-02 10:00:00,17,69055,3,L 174,"Forslag til lov om ændring af arkivloven. (Kroers, foreningers og virksomheders anvendelse af kongekronen).","Om kroers, foreningers og virksomheders anvendelse af kongekronen."
3161,170661,,1,2016-06-02 10:00:00,17,68681,3,L 165,"Forslag til lov om ændring af sundhedsloven, lov om klage- og erstatningsadgang inden for sundhedsvæsenet og lov om tilbageholdelse af stofmisbrugere i behandling. (Styrket indsats for gravide med et misbrug af rusmidler).",Om styrket indsats for gravide med et misbrug af rusmidler.
3162,170691,,1,2016-06-02 10:00:00,17,68689,3,L 166,Forslag til lov om tobaksvarer m.v.,Om tobaksvarer m.v.
3164,169321,,1,2016-06-02 10:00:00,17,68242,3,L 123,"Forslag til lov om ændring af lov om indkomstbeskatning af aktieselskaber m.v., aktieavancebeskatningsloven, virksomhedsskatteloven og forskellige andre love og om ophævelse af lov om investeringsfonds. (Tilpasning i forhold til EU-retten med hensyn til genbeskatning af underskud i faste driftssteder, definition af datterselskabsaktier og nedsættelse af indkomstskattesatsen på udgående udbytter samt indgreb mod omgåelse af udbyttebeskatningen i forbindelse med investering i investeringsinstitutter, justering af indgrebet i virksomhedsordningen og andre justeringer af erhvervsbeskatningen).","Om ændring af lov om indkomstbeskatning af aktieselskaber m.v., aktieavancebeskatningsloven, virksomhedsskatteloven og forskellige andre love på flere punkter samt ophævelse af lov om investeringsfonds."
3165,170538,,1,2016-06-02 10:00:00,17,68661,3,L 153,Forslag til lov om ændring af lov om almene boliger m.v. og lov om leje af almene boliger. (Inklusionsboliger).,Om inklusionsboliger.
3166,170525,,1,2016-06-02 10:00:00,17,68660,3,L 154,Forslag til lov om ændring af lov om byfornyelse og udvikling af byer. (Målretning af byfornyelsesinstrumenter til at forbedre boliger og igangsætte udvikling af byer uden for vækstområder).,Om målretning af byfornyelsesinstrumenter til at forbedre boliger og igangsætte udvikling af byer uden for vækstområder.
3167,171340,,1,2016-06-02 10:00:00,17,68799,3,L 168,Forslag til lov om ændring af udlændingeloven. (Beløbsordningen).,Om ændring af udlændingeloven.
3168,171617,,1,2016-06-02 10:00:00,17,68850,3,L 169,Forslag til lov om ændring af udlændingeloven. (Ophævelse af greencardordningen).,Om ophævelse af greencardordningen.
3169,172228,,1,2016-06-02 10:00:00,17,69056,3,L 175,Forslag til lov om indfødsrets meddelelse.,Om meddelelse af indfødsret.
3193,172624,,1,2016-06-03 09:00:00,17,69214,3,L 190,Forslag til lov om kommunale særlige tilbud om grundskoleundervisning til visse udenlandske børn og unge.,Om kommunale særlige tilbud om grundskoleundervisning til visse udenlandske børn og unge.
3194,172676,,1,2016-06-03 09:00:00,17,69218,3,L 188,Forslag til lov om integrationsgrunduddannelse (igu).,Om integrationsuddannelse. 
3198,172663,,1,2016-06-03 09:00:00,17,69217,3,L 189,Forslag til lov om ændring af integrationsloven og forskellige andre love. (Bedre rammer for at modtage og integrere flygtninge og styrket virksomhedsrettet integrationsprogram m.v.).,Om bedre rammer for at modtage og integrere flygtninge.
3200,173580,,1,2016-06-03 09:00:00,17,69641,3,L 191 A,"Forslag til lov om ændring af udlændingeloven. (Ophævelse af 2-årsfristen i sager om familiesammenføring med børn).
",Om ophævelse af 2-årsfristen i sager om familiesammenføring med børn.
3201,173583,,1,2016-06-03 09:00:00,17,69642,3,L 191 B,"Forslag til lov om ændring af lov om ændring af lov om aktiv socialpolitik, integrationsloven og forskellige andre love. (Overgangsregel for ret til ferie for uddannelseshjælps- og kontanthjælpsmodtagere, der overgår til integrationsydelse).
","Om overgangsregel for ret til ferie for uddannelseshjælps- og kontanthjælpsmodtagere, der overgår til integrationsydelse."
3202,170512,,1,2016-06-03 09:00:00,17,68659,3,L 159,"Forslag til lov om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om forvaltere af alternative investeringsfonde m.v., straffeloven og retsplejeloven. (Ændringer som følge af forordningen om markedsmisbrug samt gennemførelse af regler om provisionsbetalinger m.v. fra tredjeparter og oplysninger om omkostninger m.v. i direktivet om markeder for finansielle instrumenter (MiFID II)).",Om ændring af flere love som følge af forordning om markedsmisbrug m.v.
3203,170499,,1,2016-06-03 09:00:00,17,68658,3,L 158,Forslag til lov for Grønland om kontrol med eksport af produkter med dobbelt anvendelse.,Om kontrol med eksport af produkter med dobbelt anvendelse fra Grønland.
3204,170743,,1,2016-06-03 09:00:00,17,68693,3,L 152,"Forslag til lov om ændring af lov om arbejdsskadesikring i Grønland.
(Konsekvensændringer som følge af overførsel af Arbejdsskadestyrelsens opgaver til den selvejende institution Arbejdsmarkedets Erhvervssikring og nedlæggelse af Arbejdsmarkedets Erhvervssygdomssikring).
",Om visse konsekvensændringer af lov om arbejdsskadesikring i Grønland.
3205,171971,,1,2016-06-03 09:00:00,17,68956,3,L 177,Forslag til lov om Arbejdsmarkedets Fond for Udstationerede.,Om Arbejdsmarkedets Fond for Udstationerede.
3206,171958,,1,2016-06-03 09:00:00,17,68955,3,L 178,"Forslag til lov om ændring af lov om udstationering af lønmodtagere m.v., lov om Arbejdsretten og faglige voldgiftsretter og lov om Arbejdsmarkedets Tillægspension. (Implementering af håndhævelsesdirektivet).",Om implementering af håndhævelsesdirektivet på beskæftigelsesområdet.
3208,172451,,1,2016-06-03 09:00:00,17,69145,3,L 181,"Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om en aktiv beskæftigelsesindsats og forskellige andre love og om ophævelse af lov om akutjob og jobpræmie til arbejdsgivere og lov om uddannelsesordning for ledige, som har opbrugt deres dagpengeret. (Fleksibelt og indkomstbaseret dagpengesystem, månedsudbetaling af dagpenge m.v.).",Om fleksibelt og indkomstbaseret dagpengesystem og månedsudbetaling af dagpenge m.v.
3209,172425,,1,2016-06-03 09:00:00,17,69143,3,L 182,"Forslag til lov om ændring af lov om sygedagpenge, lov om aktiv socialpolitik, lov om organisering og understøttelse af beskæftigelsesindsatsen m.v., lov om social pension og lov om en aktiv beskæftigelsesindsats. (Forlængelse af forsøg med ret til at afvise lægebehandling uden ydelsesmæssige konsekvenser m.v.).",Om forlængelse af forsøg med ret til at afvise lægebehandling uden ydelsesmæssige konsekvenser m.v.
3210,172438,,1,2016-06-03 09:00:00,17,69144,3,L 184,"Forslag til lov om ændring af sundhedsloven, lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed og forskellige andre love. (Styrelsen for Patientsikkerheds fremtidige tilsyn m.v.).",Om styrelsen for Patientsikkerheds fremtidige tilsyn m.v.
3212,172315,,1,2016-06-03 09:00:00,17,69116,3,L 179,"Forslag til lov om ændring af lov om kommunal udligning og generelle tilskud til kommuner. (Nedsættelse af færgetakster for biler, passagerer m.v. til og fra visse øer).",Om nedsættelse af færgetakster til og fra visse øer.
3213,172399,,1,2016-06-03 09:00:00,17,69139,3,L 180,Forslag til lov om ændring af lov om kommunal udligning og generelle tilskud til kommuner. (Nedlæggelse af den sociale særtilskudspulje).,Om nedlæggelse af den sociale særtilskudspulje.
3248,174501,,1,2016-11-24 10:00:00,17,70235,3,L 4,Forslag til lov om ændring af lov om aktiv socialpolitik og barselsloven. (Præciseringer af jobreform fase I og konsekvens for arbejdsgivers ret til refusion ved for sen anmeldelse af graviditetsbetinget sygefravær m.v.).,Om jobreform fase I og arbejdsgivers ret til refusion ved for sen anmeldelse af graviditetsbetinget sygefravær m.v.
3250,174851,,1,2016-12-01 10:00:00,17,70262,3,L 23,"Forslag til lov om ændring af selskabsloven og årsregnskabsloven. (Ændrede krav til ejerregistrering, betinget lovliggørelse af kapitalejerlån m.v.).",Om ejerregistrering og betinget lovliggørelse af kapitalejerlån m.v. på selskabsområdet. 
