afstemningid,sagstrinid,kommentar,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort,sag_resume
3168,171617,,1,2016-06-02 10:00:00,17,68850,3,L 169,Forslag til lov om ændring af udlændingeloven. (Ophævelse af greencardordningen).,Om ophævelse af greencardordningen.,"Med forslaget foreslås det, at greencardordningen ophæves, bl.a. i lyset af at ordningen ikke har fungeret efter hensigten, at ordningen i flere tilfælde har medført løndumping, og at det økonomiske opsving, den historisk høje beskæftigelse og den lave ledighed, som var baggrunden for at indføre og udvide greencardordningen, ikke længere er situationen i Danmark."
3169,172228,,1,2016-06-02 10:00:00,17,69056,3,L 175,Forslag til lov om indfødsrets meddelelse.,Om meddelelse af indfødsret.,"Lovforslaget er det tredje af samlingens tre lovforslag om de personer, der ved lov kan få meddelt indfødsret (statsborgerskab) i Danmark."
3193,172624,,1,2016-06-03 09:00:00,17,69214,3,L 190,Forslag til lov om kommunale særlige tilbud om grundskoleundervisning til visse udenlandske børn og unge.,Om kommunale særlige tilbud om grundskoleundervisning til visse udenlandske børn og unge.,"Lovforslaget har til formål at gennemføre dele af regeringens og KL's aftale af 18. marts 2016 om øget fleksibilitet i kommunernes integrationsindsats.  

Lovforsalget indebærer, at kommunerne får mulighed for at etablere særlige tilbud om grundskoleundervisning til tosprogede børn og unge som alternativ til folkeskolens undervisning i modtagelsesklasser. Undervisningstilbuddet kan efter kommunal beslutning også omfatte ikkeundervisningspligtige elever op til 25 år. 

Oprettelsen af særlige tilbud om grundskoleundervisning står uden for rammerne af folkeskoleloven. 

Det er foreslået, at loven træder i kraft den 1. august 2016 og ophæves den 31. juli 2021."
3194,172676,,1,2016-06-03 09:00:00,17,69218,3,L 188,Forslag til lov om integrationsgrunduddannelse (igu).,Om integrationsuddannelse. ,"Lovforslaget udmønter den del af trepartsaftalen om arbejdsmarkedsintegration mellem regeringen og arbejdsmarkedets parter af 17. marts 2016, der angår oprettelse af en ny integrationsgrunduddannelse (igu). 

Med den foreslåede integrationsgrunddannelse får flygtninge og familiesammenførte adgang til både praktisk oplæring på en virksomhed (som aflønnes med elevløn) og til offentligt betalt skoleundervisning med faglig opkvalificering og danskuddannelse og bliver samtidig selvforsørgende i et ustøttet ansættelsesforhold. I forhold til integrationslovens eksisterende virksomhedsrettede redskaber (løntilskud og virksomhedspraktik) udgør integrationsgrunduddannelsen en væsentlig mindre bureaukratisk ordning for både virksomhed, udlænding og kommune, idet virksomhed og udlænding selv aftaler ansættelsesforholdet uden kommunens mellemkomst. Virksomheder, der etablerer og gennemfører integrationsgrunddannelser, bliver tilgodeset med en bonus. Integrationsuddannelsen indføres som en 3-årig forsøgsordning.
 
Aftalen med arbejdsmarkedets parter, som lovforslaget udmønter, forudsætter igangsættelse af integrationsgrunddannelsen pr. 1. juli 2016.

"
3198,172663,,1,2016-06-03 09:00:00,17,69217,3,L 189,Forslag til lov om ændring af integrationsloven og forskellige andre love. (Bedre rammer for at modtage og integrere flygtninge og styrket virksomhedsrettet integrationsprogram m.v.).,Om bedre rammer for at modtage og integrere flygtninge.,"Lovforslaget har til formål at udmønte hovedparten af de dele af aftalen »Bedre rammer for at modtage og integrere flygtninge«, som regeringen har indgået med KL, og de dele af »Trepartsaftale om arbejdsmarkedsintegration«, som regeringen har indgået med arbejdsmarkedets parter, som kræver lovændringer. 

Lovforslaget indeholder bl.a. ændringer af integrationslovens regler om boligplacering af flygtninge og en målretning af programmet mod beskæftigelse i kraft af en mere virksomhedsrettet indsats og ændringer af finansieringsreglerne, så finansieringen målrettes mod de kommuner, som modtager flest flygtninge, og de kommuner og virksomheder, som leverer de bedste integrationsresultater, samt regelforenklinger på en række områder. Desuden er der forslag om ændringer af danskuddannelsesloven, almenboligloven og almenlejeloven. Herudover indeholder lovforslaget ændringer af friskoleloven og lov om efterskoler og frie fagskoler.

Derudover indeholder lovforslaget ændringer af dagtilbudsloven, idet kommunerne med forslaget i en midlertidig periode på 2 år gives øget mulighed for med udgangspunkt i det enkelte barns behov for sprogstimulering selv at fastsætte omfanget af sprogstimuleringen til en nærmere defineret gruppe af tosprogede børn, der ikke går i dagtilbud."
3200,173580,,1,2016-06-03 09:00:00,17,69641,3,L 191 A,"Forslag til lov om ændring af udlændingeloven. (Ophævelse af 2-årsfristen i sager om familiesammenføring med børn).
",Om ophævelse af 2-årsfristen i sager om familiesammenføring med børn.,"Lovforslaget er en del af det tidligere L 191, der blev delt ved andenbehandlingen. 

Med lovforslaget bliver 2-årsfristen i udlændingelovens § 9, stk. 16 ophævet på baggrund af EU-Domstolens afgørelse af den 12. april 2016 i sagen C-561/14, Genc. 

Ved andenbehandlingen blev et ændringsforslag vedtaget, således at børn fra 6-årsalderen ikke som foreslået skal integrationsvurderes ved ansøgning om familiesammenføring, men at aldersgrænsen hæves til 8 år. 

Lovforslaget træder i kraft dagen efter bekendtgørelsen i Lovtidende. 

"
3201,173583,,1,2016-06-03 09:00:00,17,69642,3,L 191 B,"Forslag til lov om ændring af lov om ændring af lov om aktiv socialpolitik, integrationsloven og forskellige andre love. (Overgangsregel for ret til ferie for uddannelseshjælps- og kontanthjælpsmodtagere, der overgår til integrationsydelse).
","Om overgangsregel for ret til ferie for uddannelseshjælps- og kontanthjælpsmodtagere, der overgår til integrationsydelse.","Lovforslaget er en del af det tidligere L 191, der blev delt ved andenbehandlingen. 

Med lovforslaget bliver det foreslået, at kontanthjælps-, og uddannelseshjælpsmodtagere, der overgår til integrationsydelse, får lov til at afholde deres allerede optjente ferie. 

Lovforslaget træder i kraft dagen efter bekendtgørelsen i Lovtidende. "
3202,170512,,1,2016-06-03 09:00:00,17,68659,3,L 159,"Forslag til lov om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om forvaltere af alternative investeringsfonde m.v., straffeloven og retsplejeloven. (Ændringer som følge af forordningen om markedsmisbrug samt gennemførelse af regler om provisionsbetalinger m.v. fra tredjeparter og oplysninger om omkostninger m.v. i direktivet om markeder for finansielle instrumenter (MiFID II)).",Om ændring af flere love som følge af forordning om markedsmisbrug m.v.,"Med lovforslaget gennemføres de dele af forordningen om markedsmisbrug (MAR), der bl.a. indeholder regler om oplysningspligter og imødegåelse af markedsmisbrug, der kræver implementering i dansk lovgivning. Samtidig ophæves en række regler i lov om værdipapirhandel m.v., for så vidt disse forhold fremover reguleres i markedsmisbrugsforordningen. 

Med lovforslaget gennemføres desuden reglerne om provisionsbetalinger m.v. fra tredjeparter i direktivet om finansielle instrumenter (MiFID II). Lovforslaget indebærer et forbud for banker og andre udbydere af investeringsprodukter mod at modtage og beholde provisionsbetalinger m.v. fra tredjeparter, hvis der enten er tale om en porteføljeplejeordning, eller hvis banken m.v. yder rådgivning, der lever op til en række betingelser vedrørende uafhængighed. 

Formålet er at styrke den finansielle regulering og tilsynet med de finansielle markeder for at sikre velfungerende og effektive kapitalmarkeder. 

Loven træder i kraft den 3. juli 2016."
3203,170499,,1,2016-06-03 09:00:00,17,68658,3,L 158,Forslag til lov for Grønland om kontrol med eksport af produkter med dobbelt anvendelse.,Om kontrol med eksport af produkter med dobbelt anvendelse fra Grønland.,"Formålet med lovforslaget er at sikre, at udførsel fra Grønland af produkter med dobbelt anvendelse, dvs. produkter, der både kan anvendes til civile og militære formål, overholder de til enhver tid gældende internationale forpligtelser for eksportkontrol af dual use-produkter, som Kongeriget Danmark er forpligtet til at overholde. Baggrunden for lovforslaget var Inatsisartuts (Grønlands parlament) principbeslutning i 2013 om at ophæve nultolerancepolitikken overfor efterforskning og udvinding af uran og andre radioaktive stoffer og den deraf følgende aftale mellem den danske regering og Naalakkersuisut (Grønlands regering) vedrørende de særlige udenrigs-, forsvars- og sikkerhedspolitiske forhold, der knytter sig til udvinding og eksport af uran og andre radioaktive stoffer i Grønland. Lovforslaget skal ses i sammenhæng med lovforslag L 155 om kontrol med den fredelige udnyttelse af nukleart materiale i Grønland."
3204,170743,,1,2016-06-03 09:00:00,17,68693,3,L 152,"Forslag til lov om ændring af lov om arbejdsskadesikring i Grønland.
(Konsekvensændringer som følge af overførsel af Arbejdsskadestyrelsens opgaver til den selvejende institution Arbejdsmarkedets Erhvervssikring og nedlæggelse af Arbejdsmarkedets Erhvervssygdomssikring).
",Om visse konsekvensændringer af lov om arbejdsskadesikring i Grønland.,"Lovforslaget indebærer, at Arbejdsskadestyrelsens sagsbehandlingsopgaver i Grønland overføres til den nye institution Arbejdsmarkedets Erhvervssikring. Baggrunden for forslaget er regeringens ønske om, at statslige arbejdspladser skal være fordelt i hele landet, og Arbejdsskadestyrelsens opgaver blev i den forbindelse overført til Arbejdsmarkedets Erhvervssikring. Administrationen af arbejdsskadeområdet i Grønland varetages dog fortsat af Arbejdsskadestyrelsens Center for Arbejdsskader i Nuuk."
3205,171971,,1,2016-06-03 09:00:00,17,68956,3,L 177,Forslag til lov om Arbejdsmarkedets Fond for Udstationerede.,Om Arbejdsmarkedets Fond for Udstationerede.,"Lovforslaget indeholder følgende elementer: 

- Med lovforslaget implementeres artikel 12 i Europa-Parlamentets og Rådets direktiv 2014/67/EU om håndhævelse af direktiv 96/71/EF om udstationering af arbejdstagere som led i udveksling af tjenesteydelser og om ændring af forordning (EU) nr. 1024/2012 om administrativt samarbejde via informationssystemet for det indre marked (IMI-forordningen).

- Der oprettes en fond, som skal dække udstationerede lønmodtageres krav på løn i henhold til en kollektiv overenskomst, når kravet er fastslået ved fagretlig behandling, og når arbejdsgiveren ikke har betalt efter påkrav herom. Arbejdsmarkedets Fond for Udstationerede iværksætter efter udbetalingen inddrivelse af kravet mod arbejdsgiveren og kan i den forbindelse ligeledes inddrive en bod, som er tilkendt den faglige organisation. Arbejdsmarkedets Fond for Udstationerede finansieres af bidrag fra alle arbejdsgivere, herunder arbejdsgivere, der midlertidigt leverer tjenesteydelser til Danmark.

"
3206,171958,,1,2016-06-03 09:00:00,17,68955,3,L 178,"Forslag til lov om ændring af lov om udstationering af lønmodtagere m.v., lov om Arbejdsretten og faglige voldgiftsretter og lov om Arbejdsmarkedets Tillægspension. (Implementering af håndhævelsesdirektivet).",Om implementering af håndhævelsesdirektivet på beskæftigelsesområdet.,"Med lovforslaget implementeres dele af Europa-Parlamentets og Rådets direktiv 2014/67/EU om håndhævelse af direktiv 96/71/EF om udstationering af arbejdstagere som led i udveksling af tjenesteydelser og om ændring af forordning (EU) nr. 1024/2012 om administrativt samarbejde via informationssystemet for det indre marked (IMI-forordningen). Lovforslaget gennemfører håndhævelsesdirektivets krav til øget håndhævelse og sikring af udstationerede lønmodtageres rettigheder. Udstationeringslovens værnetingsbestemmelse ændres, og der indsættes en bestemmelse om beskyttelse mod ugunstig behandling i udstationeringsloven.

Håndhævelsesdirektivets muligheder for at indhente oplysninger om udenlandske tjenesteyderes aktiviteter i hjemlandet udnyttes, og Arbejdstilsynets kompetence udvides til at kunne fastslå på baggrund af oplysninger om tjenesteyderens aktiviteter i etableringslandet, om der er tale om en reel udstationeringssituation. Faglige organisationer, der har indledt en fagretlig sag om en kollektiv overenskomst kan anmode Arbejdstilsynet om at indhente oplysninger om tjenesteyderens aktiviteter i etableringslandet.

Desuden præciseres udstationeringsbegrebet, og RUT udvides med et nyt modul, med henblik på at udenlandske tjenesteydere, der ikke er omfattet af udstationeringsreglerne, kan anmelde sig til RUT. Oplysningskravene til RUT udvides desuden med krav om oplysning om udstationerede lønmodtageres socialsikringsforhold i hjemlandet og med oplysning om hvervgiver i Danmark i forbindelse med levering af tjenesteydelsen.

"
3208,172451,,1,2016-06-03 09:00:00,17,69145,3,L 181,"Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v., lov om en aktiv beskæftigelsesindsats og forskellige andre love og om ophævelse af lov om akutjob og jobpræmie til arbejdsgivere og lov om uddannelsesordning for ledige, som har opbrugt deres dagpengeret. (Fleksibelt og indkomstbaseret dagpengesystem, månedsudbetaling af dagpenge m.v.).",Om fleksibelt og indkomstbaseret dagpengesystem og månedsudbetaling af dagpenge m.v.,"Lovforslaget indeholder følgende punkter:

– Der indføres for hver enkelt dagpengemodtager en beskæftigelseskonto med fleksibel genoptjening. 
– Optjening af dagpengeret baseres på indkomst for personer, der ikke er i berøring med dagpengesystemet. Genoptjening af retten til en ny dagpengeperiode og den nye fleksible genoptjening skal være timebaseret. 
– Forbrug af dagpengeret skal fremover beregnes i timer frem for uger. 
– Der indføres en ny metode for satsberegning. 
– Der indføres karensdage ved høj ledighed. 
– Dimittendsatsen nedsættes til 71,5 pct. af højeste dagpengesats for ikkeforsørgere. Dimittendsatsen for forsørgere bliver på 82 pct. af højeste dagpengesats. 
– Antallet af G-dage harmoniseres til 2 dage. 
– Dagpengeperioden for personer med omfattende brug af dagpengesystemet reduceres. 

Derudover foretages en række ændringer i dagpengesystemet som anbefalet af Dagpengekommissionen:

– Særreglerne for dagpenge til førtidspensionister afskaffes. 
– Folkepensionister får mulighed for et særligt seniormedlemskab af en arbejdsløshedskasse. 
– Omfanget af gyldige grunde for selvforskyldt ledighed reduceres. 
– Antallet af muligheder for forlængelse af referenceperioden reduceres. 
– Antallet af muligheder for forlængelse af optjeningsperioden reduceres. 
– Antallet af muligheder for optjening med andet end løntimer reduceres. 
– Omforsikring fra deltidsforsikret til fuldtidsforsikret bliver automatisk. 
– Reglerne om overskydende timer afskaffes. 
– Der indføres en ugebaseret model for supplerende dagpenge sammen med det månedsbaserede dagpengesystem. 

Lovforslaget udmønter aftalen om et tryggere dagpengesystem, som regeringen (Venstre) indgik den 22. oktober 2015 med Socialdemokraterne og Dansk Folkeparti. Radikale Venstre har efterfølgende tilsluttet sig aftalen. Lovforslaget udmønter også aftalen om et tillæg til aftale om et tryggere dagpengesystem om supplerende dagpenge og overskydende timer, som regeringen og aftalepartierne indgik den 17. december 2015."
