afstemningid,sagstrinid,afstemningstypeid,dato,sagstrintypeid,sagid,sagstypeid,sag_nummer,sag_titel,sag_titelkort,sag_titel_en
7360,206345,1,2019-12-20 00:00:00,17,81149,3,L 69,Forslag til lov om ændring af lov om social service. (Ændring af reguleringsbestemmelse vedrørende ydelsesloftet for tabt arbejdsfortjeneste).,Om ydelsesloftet for tabt arbejdsfortjeneste.,Proposal for a law amending the Social Services Act.
7373,205935,1,2020-01-23 00:00:00,17,81030,3,L 55,Forslag til lov om ændring af lov om valg til Folketinget og lov om valg af danske medlemmer til Europa-Parlamentet. (Ny procedure for indsamling af vælgererklæringer m.v.),Om ny procedure for indsamling af vælgererklæringer m.v.,"Draft law amending the law on elections to the Folketing and the law on the election of Danish Members to the European Parliament. (New procedure for collecting electoral declarations, etc.)"
7374,207339,1,2020-01-23 00:00:00,17,81500,3,L 83,"Forslag til lov om ændring af lov om dansk indfødsret og lov om udenrigstjenesten. (Børns erhvervelse af statsborgerskab i områder med indrejse- og opholdsforbud, vandelskrav for bipersoner, fortabelse af dansk indfødsret og begrænsning af adgang til bistand fra udenrigstjenesten m.v.).",Om at styrke indsatsen over for fremmedkrigere m.v.,Proposal for a law amending the Law on Danish citizenship and the Law on the External Action Service.
7375,206759,1,2020-01-23 00:00:00,17,81255,3,L 79,"Forslag til lov om ændring af lov om de gymnasiale uddannelser. (Lempelse af krav om, at interne prøver skal afholdes som årsprøver).","Om lempelse af krav om, at interne prøver afholdes som årsprøver på gymnasieområdet.",Proposal for a law amending the law on upper secondary education.
7376,207593,1,2020-01-23 00:00:00,17,81581,3,L 85,Forslag til lov om ændring af lov om arbejdsløshedsforsikring m.v. (Afskaffelse af opholdskrav for ret til dagpenge m.v.).,Om afskaffelse af opholdskrav for ret til dagpenge m.v.,"Proposal for a law amending the law on unemployment insurance, etc. (Deliverance of residence requirements for entitlement to unemployment benefit, etc.)."
7377,205948,1,2020-01-23 00:00:00,17,81031,3,L 63,Forslag til lov om ændring af lov om miljøbeskyttelse og emballageafgiftsloven. (Forbud mod gratis udlevering af bæreposer og forbud mod udlevering af tynde plastikbæreposer).,Om forbud mod gratis udlevering af bæreposer og forbud mod udlevering af tynde plastikbæreposer.,Proposal for a law amending the Law on the Protection of the Environment and the Packaging Tax Act (Prohibits against free delivery of carrier bags and bans on the supply of thin plastic carrier bags).
7378,207352,1,2020-01-23 00:00:00,17,81501,3,L 84,Forslag til lov om planter og plantesundhed m.v.,Om planter og plantesundhed m.v.,"Proposal for a law on plant and plant health, etc."
7380,205357,1,2020-01-28 00:00:00,17,80833,3,L 42,Forslag til lov om ændring af lov om indsamling m.v. (Styrket kontrol med indsamlinger som led i indsatsen mod terrorfinansiering og hvidvask).,Om styrket kontrol med indsamlinger som led i indsatsen mod terrorfinansiering og hvidvask.,"Proposal for a law amending the law on collection, etc. (Strengthening control of collections in the context of counterterrorist financing and money laundering)."
7384,207554,1,2020-01-30 00:00:00,17,81578,3,L 90,"Forslag til lov om ændring af registreringsafgiftsloven og ligningsloven. (Annullering af stigning i registreringsafgift for eldrevne køretøjer og pluginhybridbiler i 2020 samt lavere beskatning af eldrevne biler, pluginhybridbiler og brændselscelledrevne biler, der anvendes som fri bil).",Om registreringsafgiften for eldrevne køretøjer og pluginhybridbiler i 2020 m.v.,"Proposal for a law amending the Registration Tax Act and the Equalisation Act. (Cancelling increase in registration fee for electric vehicles and plugin hybrid vehicles in 2020 as well as lower taxation on electric cars, plugin hybrid cars and fuel cell cars used as free car)."
7386,208610,1,2020-01-30 00:00:00,17,81955,3,L 91 A,Forslag til lov om ændring af aktieavancebeskatningsloven og dødsboskatteloven. (Ophævelse af hovedaktionærnedslaget).,Om ophævelse af hovedaktionærnedslaget.,Proposal for a law amending the Share Profit Tax Act and the Death Tax Act.
7387,208616,1,2020-01-30 00:00:00,17,81956,3,L 91 B,Forslag til lov om ændring af ligningsloven. (Beskatning af fri bil ved genberegning af registreringsafgiftspligtig værdi).,Om beskatning af fri bil ved genberegning af registreringsafgiftspligtig værdi.,Proposal for a law amending the law on equations.
7388,208621,1,2020-01-30 00:00:00,17,81957,3,L 91 C,Forslag til lov om ændring af personskatteloven. (Nedsættelse af bundskatten).,Om nedsættelse af bundskatten.,Proposal for a law amending the Personal Tax Act. (Reduction of the Bottom Tax).
7398,206712,1,2020-02-06 00:00:00,17,81250,3,L 80,Forslag til lov om dyrevelfærd (dyrevelfærdsloven).,Om dyrevelfærd.,Proposal for a law on animal welfare (Animal Welfare Act).
7399,206736,1,2020-02-06 00:00:00,17,81253,3,L 77,Forslag til lov om ændring af færdselsloven. (Forhøjelse af bødeniveauet for ulovlig afholdelse af hvil i køretøjet m.v.).,Om forhøjelse af bødeniveauet for ulovlig hvil i køretøjet m.v.,Proposal for a law amending the Road Traffic Code.
7400,207076,1,2020-02-06 00:00:00,17,81377,3,L 82,"Forslag til lov om ændring af lov om afgift af elektricitet, lov om afgift af naturgas og bygas m.v., lov om afgift af stenkul, brunkul og koks m.v. og lov om energiafgift af mineralolieprodukter m.v. (Omlægning af beskatningen af overskudsvarme).",Om omlægning af beskatningen af overskudsvarme.,"Proposal for a law amending the Law on the tax of electricity, the Law on the tax of natural gas and urban gas, the Law on the tax of coal, lignite and coke, etc., and the Law on the energy tax of petroleum products, etc. (Revision of taxation of surplus heat)."
7401,206699,1,2020-02-06 00:00:00,17,81249,3,L 78,Forslag til lov om udlevering til og fra Danmark (udleveringsloven).,Om udlevering til og fra Danmark.,Draft law on extradition to and from Denmark (the extradition law).
7407,209293,1,2020-02-20 00:00:00,17,82153,3,L 68 A,Forslag til lov om ændring af lov om social service. (Ro og stabilitet for udsatte børn og unge og fuldbyrdelse af tvangsmæssige afgørelser om ændret anbringelsessted uden samtykke).,Om udsatte børn og unge og fuldbyrdelse af tvangsmæssige afgørelser om ændret anbringelsessted uden samtykke.,Proposal for a law amending the Social Services Act. (Ro and stability for vulnerable children and young people and enforcement of forced decisions on changed location without consent).
7408,209299,1,2020-02-20 00:00:00,17,82154,3,L 68 B,"Forslag til lov om ændring af lov om social service. (Styrkelse af forældres retssikkerhed i anbringelsessager, hensyn til barnets skolegang ved valg af anbringelsessted og ophævelse af adgang til at fastsætte regler om anbragte børns og unges egenbetaling m.v.).",Om styrkelse af forældres retssikkerhed i anbringelsessager.,Proposal for a law amending the Social Services Act.
7409,209307,1,2020-02-20 00:00:00,17,82156,3,L 81 A,"Forslag til lov om ændring af lov om planlægning, lov om midlertidig regulering af boligforholdene og lov om maritim fysisk planlægning. (Frist ved udlæg af sommerhusområder, kommuneplanredegørelse for Grønt Danmarkskort, overførsel af fleksboligordningen og mulighed for at vedtage planer eller meddele tilladelse m.v. efter offentliggørelse af forslag til havplan m.v.).",Om udlæg af sommerhusområder m.v.,"Proposal for a law amending the law on planning, the law on the temporary regulation of housing conditions and the law on maritime spatial planning."
7410,209312,1,2020-02-20 00:00:00,17,82157,3,L 81 B,Forslag til lov om ændring af lov om planlægning og lov om naturbeskyttelse. (Boliger på arealer belastet af lugt og realisering af forsøgsprojekter).,Om boliger på arealer belastet af lugt og realisering af forsøgsprojekter.,Proposal for a law amending the law on planning and the law on nature protection.
7411,208117,1,2020-02-20 00:00:00,17,81781,3,L 96,Forslag til lov om ændring af lov om adgangsregulering ved videregående uddannelser. (Ophævelse af begrænsning af dobbeltuddannelse).,Om ophævelse af begrænsning af dobbeltuddannelse ved videregående uddannelser.,Proposal for a law amending the Law on the regulation of admission to higher education.
7413,207948,1,2020-02-25 00:00:00,17,81678,3,L 92,Forslag til lov om ændring af lov om pas til danske statsborgere m.v. (Opretholdelse og styrkelse af indsats mod rekruttering til væbnede konflikter i udlandet samt modernisering af regler om gæsteprotokoller).,Om opretholdelse og styrkelse af indsats efter pasloven mod rekruttering til væbnede konflikter i udlandet m.v.,"Proposal for a law amending the law on passports for Danish citizens, etc. (Maintenance and strengthening of action against recruitment to armed conflicts abroad and modernisation of rules on guest protocols)."
7416,208362,1,2020-02-27 00:00:00,17,81869,3,L 97,"Forslag til lov om ændring af lov om afgift af tinglysning af ejer- og panterettigheder m.v. (tinglysningsafgiftsloven), emballageafgiftsloven, lov om afgift af bekæmpelsesmidler og forskellige andre love. (Indeksering af de faste tinglysningsafgifter og en række miljøafgifter og genindførelse af registreringsafgiften på luftfartøjer m.v.).",Om indeksering af de faste tinglysningsafgifter og en række miljøafgifter og genindførelse af registreringsafgiften på luftfartøjer m.v,"Proposal for a law amending the Law on the tax on the registration of ownership and mortgage rights, etc. (the Tingling Tax Act), the Packaging Tax Act, the Law on the tax on pesticides and various other laws. (Extension of fixed registration fees and a number of environmental taxes and the reintroduction of registration fees on aircraft, etc.)."
7425,208578,1,2020-03-19 13:00:00,17,81946,3,L 100,"Forslag til lov om ændring af lov om de gymnasiale uddannelser, lov om kommunal indsats for unge under 25 år og lov om erhvervsfaglig studentereksamen i forbindelse med erhvervsuddannelse (eux) m.v. (Ændring af adgangsforudsætningerne til de gymnasiale uddannelser, genberegning af karaktergennemsnit og anvendelse af timepuljen).",Om ændring af adgangsforudsætningerne til de gymnasiale uddannelser m.v.,"Proposal for a law amending the law on upper secondary education, the law on municipal action for young people under 25 and the law on vocational Baccalaureate in vocational training (eux) etc. (change of access conditions to upper secondary education, recalculation of average character and use of the hour pool)."
7427,210741,1,2020-03-19 00:00:00,17,82485,3,L 140,Forslag til lov om midlertidige foranstaltninger på børne- og undervisningsområdet og folkehøjskoleområdet og for den frie folkeoplysende virksomhed til forebyggelse og afhjælpning i forbindelse med covid-19.,Om midlertidige foranstaltninger på børne- og undervisningsområdet til forebyggelse og afhjælpning i forbindelse med covid-19.,"Proposal for a law on temporary measures in the field of children, education and folk high school and for the free public awareness activities to prevent and remedy covid-19."
7428,209729,1,2020-03-24 00:00:00,17,82252,3,L 126,Forslag til lov om ændring af lov om folkeskolen. (Gennemførelse af nationale test i skoleåret 2019/20).,Om gennemførelse af nationale test i skoleåret 2019/20.,Proposal for a law amending the Law on Primary School. (Implementation of national tests during the school year 2019/20).
7429,210786,1,2020-03-24 00:00:00,17,82503,3,L 141,Forslag til lov om arbejdsgiveres og lønmodtageres retsstilling ved lønkompensation af virksomheder i forbindelse med covid-19.,Om arbejdsgiveres og lønmodtageres retsstilling ved lønkompensation af virksomheder i forbindelse med covid-19.,Proposal for a law on the legal status of employers and employees in the event of wage compensation of companies in connection with covid-19.
