afstemningid,sag_titel,sag_titel_en,dato
6442,Forslag til lov om tillægsbevilling for finansåret 2017.,Draft law on the supplementary allocation for the financial year 2017.,2018-03-15 00:00:00
6443,"Forslag til lov om ændring af lov om social service. (Mulighed for forbud mod enheder, der muliggør internetadgang, undersøgelse af effekter samt brug af afskærmningslokale m.v. i boformer med sikrede afdelinger).",Proposal for a law amending the Social Services Act.,2018-03-15 00:00:00
6444,Forslag til lov om ændring af landbrugsstøtteloven. (Pant i betalingsrettigheder efter grundbetalingsordningen).,Proposal for a law amending the Agricultural Support Act (Pant in payment entitlements under the basic payment scheme).,2018-03-15 00:00:00
6448,"Forslag til lov om ændring af lov om valg til Folketinget, lov om kommunale og regionale valg og lov om kommunernes styrelse. (Reform af valgbarhedsområdet).","Proposal for a law amending the law on elections to the Folketing, the law on municipal and regional elections and the law on local government (Reform of eligibility).",2018-03-20 00:00:00
6449,"Forslag til lov om ændring af sundhedsloven og lov om anvendelse af tvang ved somatisk behandling af varigt inhabile. (Øget selvbestemmelse for patienter i forhold til fravalg af behandling, herunder oprettelse af en behandlingstestamenteordning).","Proposal for a law amending the Health Act and law on the use of coercion in the somatic treatment of permanent inhabile. (Increased self-determination for patients in relation to the opt-out of treatment, including the establishment of a treatment testament system).",2018-03-20 00:00:00
6454,"Forslag til lov om ændring af lov om klage- og erstatningsadgang inden for sundhedsvæsenet. (Udvidelse af patienterstatningsordningen, fredning af udbetalte erstatninger m.v.).","Proposal for a law amending the Law on access to health care and compensation. (Enlargement of the patient compensation scheme, preservation of compensation payments, etc.).",2018-04-05 00:00:00
6455,Forslag til lov om ændring af straffeloven. (Skærpelse af straffen for blufærdighedskrænkelse og digitale sexkrænkelser).,Proposal for a law amending the penal code.,2018-04-05 00:00:00
6456,"Forslag til lov om ændring af lov om inddrivelse af gæld til det offentlige og lov om Udbetaling Danmark. (Genoptagelse af sager med mulige fejl i restanceinddrivelsesmyndighedens inddrivelse, endelig afskrivning af fordringer med tvivlsom retskraft m.v.).","Proposal for a law amending the Law on the Recovery of Debts to the Government and the Law on Paying out Denmark. (Reopening of cases with possible errors in the recovery of the debt recovery authority, final depreciation of claims with questionable legal force, etc.).",2018-04-05 00:00:00
6461,"Forslag til lov om ændring af lov om valg til menighedsråd. (Orienteringsmøde, valgforsamling og mulighed for afstemningsvalg m.v.).","Draft law amending the Law on the Election of Congregation Councils (Orientation Meeting, Election Assembly and Option for Voting Elections, etc.).",2018-04-10 00:00:00
6462,Forslag til lov om forretningshemmeligheder.,Draft law on business secrets.,2018-04-10 00:00:00
6464,Forslag til lov om ændring af folkeoplysningsloven. (Ny struktur for Folkeuniversitetet).,Draft law amending the National Education Act. (New structure for the University of the People).,2018-04-12 00:00:00
6465,Forslag til lov om beskyttelse af kulturværdier i tilfælde af væbnet konflikt.,Draft law on the protection of cultural values in the event of armed conflict.,2018-04-12 00:00:00
6466,"Forslag til lov om ændring af lov om lån til betaling af ejendomsskatter, ejendomsvurderingsloven og forskellige andre love. (Indefrysning af stigninger i grundskylden for 2018-2020, forsigtighedsprincip ved fastsættelse af beskatningsgrundlag for grundskyld, dækningsafgift af erhvervsejendomme og ejendomsværdiskat m.v.).","Proposal for a law amending the law on loans for the payment of property taxes, the Property Assessment Act and various other laws. (Freezing increases in land tax for 2018-2020, precautionary principle in setting the tax base for land tax, cover tax on commercial property and property value tax, etc.).",2018-04-12 00:00:00
6475,Forslag til lov om ændring af lov om trafikselskaber. (Individuel handicapkørsel for blinde og stærkt svagsynede).,Proposal for a law amending the law on transport companies.,2018-04-19 00:00:00
6476,Forslag til lov om Studievalg Danmark.,Proposal for a law on Student Elections Denmark.,2018-04-19 00:00:00
6477,Forslag til lov om ændring af lov om udenrigstjenesten. (Implementering af direktiv 2015/637/EU om koordinations- og samarbejdsforanstaltninger for at lette konsulær beskyttelse af ikkerepræsenterede unionsborgere i tredjelande og obligatorisk digital kommunikation i forhold til tjenestehandlinger i udenrigstjenesten).,Proposal for a law amending the Law on the External Action Service (Implementation of Directive 2015/637/EU on coordination and cooperation measures to facilitate consular protection of non-represented citizens of the Union in third countries and mandatory digital communication in relation to service operations in the EEAS).,2018-04-19 00:00:00
6478,"Forslag til lov om ændring af lov om aktiv socialpolitik, integrationsloven, lov om en aktiv beskæftigelsesindsats og ligningsloven. (Nedsættelse af integrationsydelse og omlægning af dansktillæg).","Proposal for a law amending the Act on Active Social Policy, the Integration Act, the Act on Active Employment and the Equalisation Act.",2018-04-19 00:00:00
6479,Forslag til lov om ændring af udlændingeloven og integrationsloven. (Opholdstilladelse ved pensionering til tidligere ansatte ved herværende internationale organisationer m.v.).,Draft law amending the Aliens Act and the Integration Act.,2018-04-19 00:00:00
6480,"Forslag til lov om ændring af udlændingeloven. (Indkvartering og forsørgelse af flygtninge og asylansøgere, advisering af kommunerne om visse afgørelser i klagesager og ændring af beregningen af varigheden af et indrejseforbud m.v.).","Proposal for a law amending the law on aliens. (Accommodation and support for refugees and asylum seekers, notification to municipalities of certain decisions in appeals and amendment of the calculation of the duration of an entry ban, etc.).",2018-04-19 00:00:00
6481,Forslag til lov om ændring af udlændingeloven. (Kodificering af praksis for privat indkvartering hos herboende forældre og justering af Udlændingestyrelsens forsørgelsespligt for mindreårige asylansøgere).,Proposal for a law amending the Aliens Act. (Codification of private accommodation practices with resident parents and adjustment of the Foreigners' Authority's obligation for minors asylum seekers).,2018-04-19 00:00:00
6487,Forslag til lov om ændring af straffeloven. (Skærpelse af straffen for grov vold).,Draft law amending the penal code.,2018-04-24 00:00:00
6488,"Forslag til lov om ændring af lov om sikkerhed til søs og søloven. (Skærpede regler for sejlads med speedbåde, vandscootere og lignende fartøjer m.v.).",Proposal for a law amending the Law on Safe Seas and the Law on Seas.,2018-04-24 00:00:00
6489,"Forslag til lov om ændring af lov om en garantifond for skadesforsikringsselskaber og lov om finansiel virksomhed. (Fastsættelse af krav om medlemskab af Garantifonden for skadesforsikringsselskaber (Fonden) for direkte tegnende skadesforsikringsselskaber i EU/EØS, som via filial eller grænseoverskridende tjenesteydelsesvirksomhed driver forsikringsvirksomhed i Danmark, og ændring af Fondens dækningsområde m.v.).","Proposal for a law amending the law on a guarantee fund for non-life insurance companies and the law on financial activities. (Fixing requirements for membership of the Guarantee Fund for non-life insurance companies (Fonden) for EU/EEA direct non-life insurance companies operating insurance activities in Denmark via branch or cross-border service activities, and changing the scope of the Fund, etc.).",2018-04-24 00:00:00
6492,Forslag til lov om udstedelse af NemID med offentlig digital signatur til fysiske personer og til medarbejdere i juridiske enheder.,Draft law on the issue of NemID with public digital signature for natural persons and for employees in legal entities.,2018-04-26 00:00:00
6493,"Forslag til lov om ændring af ligningsloven og forskellige andre love. (Permanent boligjobordning, ophævelse af beskatningen af fri telefon og internet, afskaffelse af udligningsskatten og forhøjelse af beløbsgrænser for børneopsparing).",Draft law amending the law on equations and various other laws.,2018-04-26 00:00:00
6494,"Forslag til lov om ændring af kildeskatteloven, ligningsloven, sømandsbeskatningsloven og tinglysningsafgiftsloven. (Bedre vilkår for tildeling af medarbejderaktier, udvidelse af DIS-ordningen med søfolk, der arbejder om bord på en række specialskibe, afskaffelse af registreringsafgiften for skibe i danske skibsregistre, ændret forrentning ved opkrævning af personers skat m.v.).","Proposal for a law amending the Law on withholding tax, the law on equations, the Law on seafarer taxation and the Law on registration fees. (Better conditions for the allocation of employee shares, extension of the DIS scheme with seafarers working on board a number of special ships, abolition of registration fees for ships in Danish ship registers, changes in the rate of return on the collection of persons' taxes, etc.).",2018-04-26 00:00:00
6495,"Forslag til lov om ændring af lov om social pension, lov om Arbejdsmarkedets Tillægspension, pensionsbeskatningsloven og lov om retssikkerhed og administration på det sociale område. (Skærpede krav til optjening af folkepension og førtidspension, hurtigere udbetaling af tillæg for opsat pension m.v.).","Proposal for a law amending the Social Pensions Act, the Labour Market Supplementary Pension Act, the Pension Tax Act and the Law on legal certainty and administration in the social field.",2018-04-26 00:00:00
6496,Forslag til lov om ændring af lov om friskoler og private grundskoler m.v. og lov om folkeskolen. (Bedre rammer for tilsyn med frie grundskoler m.v.).,"Proposal for a law amending the law on free schools and private primary schools, etc. and the law on primary school. (Better framework for the supervision of free primary schools, etc.).",2018-04-26 00:00:00
